Filename,MUSIQ_Score,NIQE_Score
clothing_match_run24_face1.png,73.54047393798828,4.816613542521025
clothing_match_run24_face2.png,74.74430084228516,5.010914648956046
clothing_match_run1_face1.png,74.81986236572266,5.683979075244045
clothing_match_run12_face3.png,74.82450103759766,5.397778139540006
clothing_match_run12_face2.png,74.88288116455078,4.936760048972436
clothing_match_run17_face3.png,74.9617691040039,5.795999604506318
clothing_match_run1_face2.png,75.01583099365234,5.737243185153128
clothing_match_run24_face3.png,75.20867156982422,5.203963329865733
clothing_match_run17_face2.png,75.25055694580078,4.930021973269519
clothing_match_run3_face1.png,75.51761627197266,6.440261697857808
clothing_match_run14_face3.png,75.53377532958984,6.525406413404871
clothing_match_run3_face2.png,75.58353424072266,5.692141738880431
clothing_match_run17_face1.png,75.59015655517578,6.23998913526319
clothing_match_run1_face3.png,75.828369140625,5.595570446988141
clothing_match_run3_face3.png,75.96118927001953,6.62471708732427
clothing_match_run22_face3.png,75.96660614013672,5.622460784423766
clothing_match_run14_face1.png,75.9955062866211,6.877828562238512
clothing_match_run12_face1.png,76.14383697509766,5.086735590154855
clothing_match_run22_face2.png,76.22369384765625,5.577101909344558
clothing_match_run25_face1.png,76.2485122680664,5.617419002287059
clothing_match_run14_face2.png,76.31929779052734,6.623486283240504
clothing_match_run23_face1.png,76.40242767333984,6.529955252004287
clothing_match_run22_face1.png,76.4619369506836,5.784315118050301
clothing_match_run9_face1.png,76.51251220703125,5.310418210944579
clothing_match_run19_face1.png,76.6185302734375,5.911991760664794
clothing_match_run23_face3.png,76.66424560546875,6.006944503067321
clothing_match_run23_face2.png,76.71741485595703,6.508052595136016
clothing_match_run7_face1.png,76.72299194335938,6.069725067988617
clothing_match_run19_face2.png,76.8979721069336,5.8273116781631895
clothing_match_run16_face3.png,76.90681457519531,5.947090277029399
clothing_match_run19_face3.png,76.95690155029297,5.744205132810248
clothing_match_run9_face3.png,76.97866821289062,5.555801938167502
clothing_match_run2_face1.png,76.99128723144531,6.583461265830459
clothing_match_run8_face3.png,77.00104522705078,6.227086012478722
clothing_match_run16_face1.png,77.0085220336914,7.044406792638361
clothing_match_run2_face2.png,77.02565002441406,6.840714181571451
clothing_match_run6_face2.png,77.03588104248047,7.06801009720462
clothing_match_run8_face2.png,77.10462188720703,6.246750460821174
clothing_match_run6_face1.png,77.16814422607422,7.51816127124944
clothing_match_run8_face1.png,77.2070083618164,6.849222759286483
clothing_match_run2_face3.png,77.21920013427734,6.858248723971648
clothing_match_run21_face2.png,77.272705078125,5.933744311998401
clothing_match_run25_face2.png,77.30880737304688,5.436104329872556
clothing_match_run13_face2.png,77.3176498413086,7.338273487172937
clothing_match_run7_face2.png,77.32032012939453,7.750646286907714
clothing_match_run5_face2.png,77.35472106933594,5.915127757143227
clothing_match_run5_face3.png,77.36331939697266,6.184225107900077
clothing_match_run9_face2.png,77.41934204101562,5.877673710199856
clothing_match_run5_face1.png,77.45440673828125,7.040396071655587
clothing_match_run6_face3.png,77.46466064453125,8.117513828973767
clothing_match_run20_face3.png,77.46862030029297,5.947027156916595
clothing_match_run10_face2.png,77.50847625732422,6.3282812475312396
clothing_match_run10_face1.png,77.5119400024414,5.916970784387648
clothing_match_run4_face3.png,77.53902435302734,4.739055100819297
clothing_match_run13_face3.png,77.5936508178711,7.2792575435067794
clothing_match_run21_face1.png,77.5957260131836,6.955816315328477
clothing_match_run10_face3.png,77.60291290283203,6.162030156996564
clothing_match_run21_face3.png,77.60712432861328,5.915446460251417
clothing_match_run20_face2.png,77.60973358154297,5.751736074212656
clothing_match_run15_face1.png,77.62115478515625,5.2524783601656235
clothing_match_run7_face3.png,77.66455078125,5.975872803208649
clothing_match_run11_face3.png,77.67436981201172,5.736431361209663
clothing_match_run20_face1.png,77.68169403076172,5.303130311044592
clothing_match_run4_face2.png,77.70093536376953,4.728899642092566
clothing_match_run25_face3.png,77.70877838134766,5.364686092315724
clothing_match_run18_face1.png,77.8305435180664,6.692802366939506
clothing_match_run4_face1.png,77.84844207763672,5.076671584571195
clothing_match_run16_face2.png,77.85871887207031,6.347749766539795
clothing_match_run13_face1.png,77.90744018554688,7.755406193189431
clothing_match_run18_face3.png,77.92610931396484,6.5621655012226245
clothing_match_run15_face2.png,77.93034362792969,5.617882309369555
clothing_match_run11_face1.png,77.99190521240234,6.025706026225
clothing_match_run11_face2.png,78.0560073852539,6.041910810527428
clothing_match_run18_face2.png,78.1088638305664,6.735141583398432
clothing_match_run15_face3.png,78.12602996826172,4.992622706529856
